,id,game_id,team_id,home_away,points,winner,line_scores
0,57,400933827,333,home,24,True,"[3, 7, 11, 3]"
1,58,400933827,52,away,7,False,"[0, 7, 0, 0]"
2,34,400933828,50,away,7,False,"[0, 0, 0, 7]"
3,33,400933828,8,home,49,True,"[7, 14, 14, 14]"
4,70,400933829,290,away,7,False,"[7, 0, 0, 0]"
5,69,400933829,2,home,41,True,"[10, 14, 10, 7]"
6,68,400933830,130,away,33,True,"[10, 3, 13, 7]"
7,67,400933830,57,home,17,False,"[3, 14, 0, 0]"
8,73,400933831,61,home,31,True,"[7, 14, 10, 0]"
9,74,400933831,2026,away,10,False,"[0, 0, 0, 10]"
10,117,400933832,2572,home,17,False,"[0, 3, 7, 7]"
11,118,400933832,96,away,24,True,"[0, 14, 10, 0]"
12,71,400933833,99,home,27,True,"[0, 14, 6, 7]"
13,72,400933833,252,away,0,False,"[0, 0, 0, 0]"
14,150,400933834,6,away,27,False,"[0, 10, 3, 14]"
15,149,400933834,145,home,47,True,"[10, 3, 27, 7]"
16,119,400933835,344,home,49,True,"[23, 12, 7, 7]"
17,120,400933835,2127,away,0,False,"[0, 0, 0, 0]"
18,93,400933836,142,home,72,True,"[20, 28, 10, 14]"
19,94,400933836,2623,away,43,False,"[21, 14, 0, 8]"
20,103,400933837,2579,home,35,True,"[14, 7, 14, 0]"
21,104,400933837,152,away,28,False,"[14, 7, 0, 7]"
22,180,400933838,245,away,44,False,"[17, 21, 6, 0]"
23,179,400933838,26,home,45,True,"[3, 7, 7, 28]"
24,161,400933839,2393,home,6,False,"[0, 0, 0, 6]"
25,162,400933839,238,away,28,True,"[14, 7, 7, 0]"
26,181,400933840,59,home,41,False,"[7, 7, 7, 7, 7, 6]"
27,182,400933840,2633,away,42,True,"[0, 7, 7, 14, 7, 7]"
28,191,400933841,333,home,41,True,"[14, 14, 3, 10]"
29,192,400933841,278,away,10,False,"[3, 0, 0, 7]"
30,219,400933842,8,home,7,False,"[7, 0, 0, 0]"
31,220,400933842,2628,away,28,True,"[7, 7, 0, 14]"
32,195,400933843,228,home,14,True,"[0, 7, 7, 0]"
33,196,400933843,2,away,6,False,"[3, 3, 0, 0]"
34,209,400933845,87,home,19,False,"[3, 10, 3, 3]"
35,210,400933845,61,away,20,True,"[3, 7, 7, 3]"
36,231,400933846,96,home,27,True,"[3, 7, 7, 10]"
37,232,400933846,2198,away,16,False,"[7, 6, 3, 0]"
38,208,400933847,236,away,10,False,"[3, 0, 0, 7]"
39,207,400933847,99,home,45,True,"[14, 14, 14, 3]"
40,234,400933848,2630,away,23,False,"[9, 7, 0, 7]"
41,233,400933848,145,home,45,True,"[7, 10, 21, 7]"
42,307,400933849,2348,home,21,False,"[9, 5, 0, 7]"
43,308,400933849,344,away,57,True,"[16, 20, 21, 0]"
44,303,400933850,142,home,13,False,"[3, 7, 3, 0]"
45,304,400933850,2579,away,31,True,"[0, 14, 10, 7]"
46,221,400933851,2633,home,42,True,"[14, 14, 7, 7]"
47,222,400933851,282,away,7,False,"[0, 0, 7, 0]"
48,306,400933852,2447,away,14,False,"[0, 6, 0, 8]"
49,305,400933852,245,home,24,True,"[14, 0, 0, 10]"
50,275,400933853,238,home,42,True,"[14, 21, 7, 0]"
51,276,400933853,2010,away,0,False,"[0, 0, 0, 0]"
52,333,400933854,333,home,41,True,"[17, 7, 14, 3]"
53,334,400933854,36,away,23,False,"[0, 10, 0, 13]"
54,357,400933855,2,home,24,True,"[7, 3, 7, 7]"
55,358,400933855,2382,away,10,False,"[0, 3, 0, 7]"
56,370,400933856,2633,away,20,False,"[0, 3, 0, 17]"
57,369,400933856,57,home,26,True,"[3, 3, 0, 20]"
58,355,400933857,61,home,42,True,"[14, 7, 21, 0]"
59,356,400933857,2535,away,14,False,"[0, 7, 0, 7]"
60,453,400933858,25,home,27,True,"[7, 0, 10, 10]"
61,454,400933858,145,away,16,False,"[10, 6, 0, 0]"
62,353,400933859,344,home,37,True,"[0, 17, 13, 7]"
63,354,400933859,99,away,7,False,"[0, 7, 0, 0]"
64,409,400933860,142,home,3,False,"[0, 3, 0, 0]"
65,410,400933860,2509,away,35,True,"[14, 14, 7, 0]"
66,439,400933861,2579,home,13,False,"[6, 0, 0, 7]"
67,440,400933861,96,away,23,True,"[7, 7, 3, 6]"
68,376,400933862,309,away,21,False,"[0, 21, 0, 0]"
69,375,400933862,245,home,45,True,"[7, 7, 17, 14]"
70,361,400933863,238,home,14,True,"[7, 0, 0, 7]"
71,362,400933863,2306,away,7,False,"[0, 7, 0, 0]"
72,505,400933864,8,home,43,False,"[7, 14, 7, 15, 0]"
73,506,400933864,245,away,50,True,"[7, 10, 7, 19, 7]"
74,479,400933865,61,home,31,True,"[14, 0, 17, 0]"
75,480,400933865,344,away,3,False,"[0, 3, 0, 0]"
76,494,400933866,57,away,28,True,"[0, 14, 0, 14]"
77,493,400933866,96,home,27,False,"[7, 7, 10, 3]"
78,500,400933867,183,away,26,False,"[3, 0, 16, 7]"
79,499,400933867,99,home,35,True,"[7, 7, 14, 7]"
80,487,400933868,142,home,14,False,"[0, 7, 0, 7]"
81,488,400933868,2,away,51,True,"[14, 17, 17, 3]"
82,530,400933869,2348,away,16,False,"[3, 3, 7, 3]"
83,529,400933869,2579,home,17,True,"[0, 0, 0, 17]"
84,508,400933870,113,away,13,False,"[0, 6, 7, 0]"
