,id,game_id,team_id,home_away,points,winner,line_scores
0,2975,400603827,333,home,35,True,"[7, 7, 14, 7]"
1,2976,400603827,275,away,17,False,"[0, 7, 3, 7]"
2,2998,400603828,2638,away,13,False,"[0, 10, 3, 0]"
3,2997,400603828,8,home,48,True,"[14, 14, 17, 3]"
4,2977,400603829,2,home,31,True,"[7, 10, 7, 7]"
5,2978,400603829,97,away,24,False,"[0, 0, 10, 14]"
6,3076,400603830,166,away,13,False,"[0, 13, 0, 0]"
7,3075,400603830,57,home,61,True,"[7, 27, 13, 14]"
8,2983,400603831,61,home,51,True,"[14, 21, 9, 7]"
9,2984,400603831,2433,away,14,False,"[0, 7, 7, 0]"
10,3069,400603832,96,home,40,True,"[14, 10, 9, 7]"
11,3070,400603832,309,away,33,False,"[0, 7, 10, 16]"
12,3004,400603834,2546,away,3,False,"[0, 3, 0, 0]"
13,3003,400603834,142,home,34,True,"[14, 3, 10, 7]"
14,2996,400603835,2630,away,3,False,"[0, 0, 3, 0]"
15,2995,400603835,145,home,76,True,"[27, 14, 14, 21]"
16,3089,400603836,2572,home,16,False,"[10, 0, 3, 3]"
17,3090,400603836,344,away,34,True,"[7, 7, 13, 7]"
18,2994,400603838,9,away,17,False,"[0, 7, 7, 3]"
19,2993,400603838,245,home,38,True,"[7, 7, 3, 21]"
20,2943,400603839,238,home,12,False,"[0, 3, 0, 9]"
21,2944,400603839,98,away,14,True,"[0, 0, 7, 7]"
22,2932,400603840,153,away,13,False,"[7, 6, 0, 0]"
23,2931,400603840,2579,home,17,True,"[0, 10, 0, 7]"
24,3409,400603841,333,home,34,True,"[7, 7, 10, 10]"
25,3410,400603841,2433,away,0,False,"[0, 0, 0, 0]"
26,3414,400603842,245,away,28,True,"[0, 10, 3, 8, 7]"
27,3413,400603842,8,home,21,False,"[7, 0, 7, 7, 0]"
28,3489,400603843,2,home,9,False,"[0, 0, 6, 3]"
29,3490,400603843,344,away,17,True,"[7, 7, 3, 0]"
30,3460,400603844,2633,away,27,False,"[7, 10, 3, 7]"
31,3459,400603844,57,home,28,True,"[7, 0, 7, 14]"
32,3404,400603845,2582,away,6,False,"[0, 6, 0, 0]"
33,3403,400603845,61,home,48,True,"[17, 3, 28, 0]"
34,3428,400603846,142,away,13,False,"[7, 0, 3, 3]"
35,3427,400603846,96,home,21,True,"[0, 7, 7, 7]"
36,3397,400603847,145,home,27,True,"[7, 6, 7, 7]"
37,3398,400603847,238,away,16,False,"[3, 0, 10, 3]"
38,3434,400603848,2116,away,14,False,"[0, 14, 0, 0]"
39,3433,400603848,2579,home,31,True,"[3, 5, 20, 3]"
40,3405,400603849,183,home,24,False,"[0, 3, 7, 14]"
41,3406,400603849,99,away,34,True,"[7, 0, 17, 10]"
42,3257,400603850,333,home,37,False,"[0, 10, 7, 20]"
43,3258,400603850,145,away,43,True,"[3, 14, 13, 13]"
44,3356,400603851,2641,away,35,True,"[14, 7, 7, 7]"
45,3355,400603851,8,home,24,False,"[7, 14, 3, 0]"
46,3265,400603852,61,home,52,True,"[3, 21, 21, 7]"
47,3266,400603852,2579,away,20,False,"[3, 10, 0, 7]"
48,3364,400603853,57,away,14,True,"[7, 7, 0, 0]"
49,3363,400603853,96,home,9,False,"[3, 0, 0, 6]"
50,3274,400603854,2,away,21,False,"[0, 0, 14, 7]"
51,3273,400603854,99,home,45,True,"[14, 10, 14, 7]"
52,3331,400603855,344,home,62,True,"[20, 14, 14, 14]"
53,3332,400603855,2466,away,13,False,"[0, 6, 7, 0]"
54,3283,400603856,142,home,9,True,"[2, 0, 7, 0]"
55,3284,400603856,41,away,6,False,"[6, 0, 0, 0]"
56,3358,400603857,2717,away,10,False,"[0, 3, 0, 7]"
57,3357,400603857,2633,home,55,True,"[10, 31, 14, 0]"
58,3278,400603858,2440,away,27,False,"[7, 3, 10, 7]"
59,3277,400603858,245,home,44,True,"[14, 10, 14, 6]"
60,3333,400603859,238,home,47,True,"[3, 16, 21, 7]"
61,3334,400603859,2046,away,7,False,"[0, 7, 0, 0]"
62,3103,400603860,333,home,37,True,"[7, 16, 14, 0]"
63,3104,400603860,2393,away,10,False,"[0, 3, 0, 7]"
64,3134,400603861,2649,away,16,True,"[6, 3, 7, 0]"
65,3133,400603861,8,home,12,False,"[0, 7, 0, 5]"
66,3139,400603862,2032,home,20,False,"[0, 17, 0, 3]"
67,3140,400603862,142,away,27,True,"[3, 7, 14, 3]"
68,3111,400603863,2,home,27,True,"[3, 3, 7, 7, 7]"
69,3112,400603863,55,away,20,False,"[0, 10, 0, 10, 0]"
70,3220,400603864,151,away,24,False,"[7, 0, 7, 10]"
71,3219,400603864,57,home,31,True,"[10, 0, 14, 7]"
72,3126,400603865,99,away,21,True,"[14, 0, 7, 0]"
73,3125,400603865,344,home,19,False,"[0, 3, 3, 13]"
74,3131,400603866,145,home,73,True,"[28, 7, 21, 17]"
75,3132,400603866,278,away,21,False,"[0, 14, 7, 0]"
76,3228,400603867,96,away,26,True,"[14, 10, 0, 2]"
77,3227,400603867,2579,home,22,False,"[7, 0, 6, 9]"
78,3135,400603868,2633,home,24,False,"[10, 7, 0, 0, 7, 0]"
79,3136,400603868,201,away,31,True,"[0, 3, 0, 14, 7, 7]"
80,3130,400603869,2050,away,23,False,"[3, 0, 10, 10]"
81,3129,400603869,245,home,56,True,"[28, 21, 0, 7]"
82,3117,400603870,238,home,14,False,"[0, 6, 0, 8]"
83,3118,400603870,61,away,31,True,"[7, 7, 10, 7]"
84,4050,400603871,2630,away,28,False,"[0, 14, 7, 7]"
85,4049,400603871,8,home,63,True,"[7, 28, 21, 7]"
86,4006,400603872,145,away,27,True,"[3, 7, 10, 7]"
87,4005,400603872,2,home,19,False,"[3, 7, 3, 6]"
88,3990,400603873,61,away,3,False,"[0, 0, 3, 0]"
89,3989,400603873,57,home,27,True,"[6, 14, 0, 7]"
90,4004,400603874,238,away,0,False,"[0, 0, 0, 0]"
91,4003,400603874,248,home,34,True,"[7, 13, 14, 0]"
92,4059,400603875,96,home,21,False,"[7, 7, 7, 0]"
93,4060,400603875,2633,away,52,True,"[7, 17, 28, 0]"
94,4024,400603876,2579,away,28,False,"[7, 14, 7, 0]"
95,4023,400603876,245,home,35,True,"[7, 14, 14, 0]"
96,3587,400603877,2,home,35,True,"[14, 7, 7, 7]"
97,3588,400603877,23,away,21,False,"[7, 0, 7, 7]"
98,3515,400603878,57,home,38,True,"[13, 12, 0, 13]"
99,3516,400603878,145,away,10,False,"[0, 0, 3, 7]"
100,3525,400603879,61,home,10,False,"[0, 3, 7, 0]"
101,3526,400603879,333,away,38,True,"[3, 21, 14, 0]"
102,3611,400603880,96,home,34,True,"[7, 0, 6, 14, 7]"
103,3612,400603880,2198,away,27,False,"[0, 6, 7, 14, 0]"
104,3528,400603881,2199,away,22,False,"[0, 14, 8, 0]"
105,3527,400603881,99,home,44,True,"[14, 6, 10, 14]"
106,3597,400603882,2393,home,13,False,"[3, 3, 0, 7]"
107,3598,400603882,238,away,17,True,"[3, 0, 0, 14]"
